param,mean,median,ci_0.950_LB,ci_0.950_UB
q_ind_55_pop_2,0.000013,0.000000,0.000000,0.000134
q_ind_56_pop_2,0.000014,0.000000,0.000000,0.000137
q_ind_57_pop_2,0.000010,0.000000,0.000000,0.000103
q_ind_58_pop_2,0.000012,0.000000,0.000000,0.000139
q_ind_59_pop_2,0.024617,0.024515,0.015995,0.033818
q_ind_60_pop_2,0.000008,0.000000,0.000000,0.000079
q_ind_61_pop_2,0.000007,0.000000,0.000000,0.000076
q_ind_62_pop_2,0.000010,0.000000,0.000000,0.000109
q_ind_63_pop_2,0.000011,0.000000,0.000000,0.000113
q_ind_64_pop_2,0.000014,0.000000,0.000000,0.000142
q_ind_65_pop_2,0.000012,0.000000,0.000000,0.000126
q_ind_66_pop_2,0.000010,0.000000,0.000000,0.000109
q_ind_67_pop_2,0.000011,0.000000,0.000000,0.000118
q_ind_68_pop_2,0.000014,0.000000,0.000000,0.000153
q_ind_69_pop_2,0.000010,0.000000,0.000000,0.000115
q_ind_70_pop_2,0.000010,0.000000,0.000000,0.000112
q_ind_71_pop_2,0.000008,0.000000,0.000000,0.000087
q_ind_72_pop_2,0.000011,0.000000,0.000000,0.000130
q_ind_73_pop_2,0.000014,0.000000,0.000000,0.000162
q_ind_74_pop_2,0.000013,0.000000,0.000000,0.000142
q_ind_75_pop_2,0.000008,0.000000,0.000000,0.000082
q_ind_76_pop_2,0.000009,0.000000,0.000000,0.000109
q_ind_77_pop_2,0.000010,0.000000,0.000000,0.000112
q_ind_78_pop_2,0.000012,0.000000,0.000000,0.000141
q_ind_79_pop_2,0.978965,0.979056,0.971023,0.986436
q_ind_80_pop_2,0.999935,0.999997,0.999449,1.000000
q_ind_81_pop_2,0.999940,0.999997,0.999496,1.000000
q_ind_82_pop_2,0.999941,0.999997,0.999511,1.000000
q_ind_83_pop_2,0.999937,0.999997,0.999476,1.000000
q_ind_84_pop_2,0.999922,0.999997,0.999352,1.000000
q_ind_85_pop_2,0.999929,0.999996,0.999411,1.000000
q_ind_86_pop_2,0.999932,0.999996,0.999438,1.000000
q_ind_87_pop_2,0.999926,0.999997,0.999375,1.000000
q_ind_88_pop_2,0.999939,0.999997,0.999492,1.000000
q_ind_0_pop_3,0.000017,0.000000,0.000000,0.000191
q_ind_1_pop_3,0.000015,0.000000,0.000000,0.000157
q_ind_2_pop_3,0.000016,0.000000,0.000000,0.000179
q_ind_3_pop_3,0.000009,0.000000,0.000000,0.000097
q_ind_4_pop_3,0.000010,0.000000,0.000000,0.000121
q_ind_5_pop_3,0.000012,0.000000,0.000000,0.000123
q_ind_6_pop_3,0.000015,0.000000,0.000000,0.000161
q_ind_7_pop_3,0.000014,0.000000,0.000000,0.000155
q_ind_8_pop_3,0.000014,0.000000,0.000000,0.000156
q_ind_9_pop_3,0.000015,0.000000,0.000000,0.000165
q_ind_10_pop_3,0.000009,0.000000,0.000000,0.000104
q_ind_11_pop_3,0.000016,0.000000,0.000000,0.000185
q_ind_12_pop_3,0.000013,0.000000,0.000000,0.000148
q_ind_13_pop_3,0.000015,0.000000,0.000000,0.000181
q_ind_14_pop_3,0.000015,0.000000,0.000000,0.000155
