param,effectiveSampleSize,potentialScaleReductionFactor
q_ind_7_pop_2,2122.91,1.000
q_ind_8_pop_2,3363.75,1.000
q_ind_9_pop_2,3494.12,1.001
q_ind_10_pop_2,3378.06,1.001
q_ind_11_pop_2,1952.47,1.001
q_ind_12_pop_2,1442.43,1.001
q_ind_13_pop_2,2341.85,1.000
q_ind_14_pop_2,1801.90,1.000
q_ind_15_pop_2,244.58,1.007
q_ind_16_pop_2,401.64,1.000
q_ind_17_pop_2,662.96,1.005
q_ind_18_pop_2,332.02,1.010
q_ind_19_pop_2,196.40,1.014
q_ind_20_pop_2,894.35,1.001
q_ind_21_pop_2,287.45,1.007
q_ind_22_pop_2,1310.38,1.000
q_ind_23_pop_2,112.54,1.040
q_ind_24_pop_2,1320.71,1.000
q_ind_25_pop_2,1157.25,1.002
q_ind_26_pop_2,1733.33,1.000
q_ind_27_pop_2,1227.84,1.002
q_ind_28_pop_2,905.05,1.001
q_ind_29_pop_2,926.43,1.000
q_ind_30_pop_2,1849.35,1.001
q_ind_31_pop_2,1656.41,1.000
q_ind_32_pop_2,1942.42,1.001
q_ind_33_pop_2,1936.99,1.000
q_ind_34_pop_2,996.47,1.000
q_ind_35_pop_2,1121.77,1.000
q_ind_36_pop_2,2456.51,1.004
q_ind_37_pop_2,1434.22,1.001
q_ind_38_pop_2,2155.43,1.005
q_ind_39_pop_2,816.63,1.000
q_ind_40_pop_2,1484.91,1.001
q_ind_41_pop_2,1692.06,1.000
q_ind_42_pop_2,1744.76,1.000
q_ind_43_pop_2,848.07,1.003
q_ind_44_pop_2,1126.95,1.000
q_ind_45_pop_2,758.32,1.002
q_ind_46_pop_2,1000.29,1.000
q_ind_47_pop_2,1236.76,1.001
q_ind_48_pop_2,1090.10,1.001
q_ind_49_pop_2,1896.51,1.000
q_ind_50_pop_2,2957.44,1.000
q_ind_51_pop_2,1330.67,1.002
q_ind_52_pop_2,1141.99,1.003
q_ind_53_pop_2,1127.38,1.001
q_ind_54_pop_2,3557.15,1.001
q_ind_55_pop_2,4414.00,1.000
q_ind_56_pop_2,3794.99,1.001
q_ind_57_pop_2,2352.97,1.002
q_ind_58_pop_2,3224.09,1.001
q_ind_59_pop_2,1329.52,1.001
q_ind_60_pop_2,4409.48,1.000
q_ind_61_pop_2,4534.54,1.000
q_ind_62_pop_2,4786.77,1.000
q_ind_63_pop_2,3671.36,1.000
q_ind_64_pop_2,4013.70,1.000
q_ind_65_pop_2,3558.24,1.000
q_ind_66_pop_2,3732.95,1.000
q_ind_67_pop_2,3528.69,1.000
q_ind_68_pop_2,3347.15,1.000
q_ind_69_pop_2,3129.49,1.000
q_ind_70_pop_2,4191.45,1.000
q_ind_71_pop_2,3301.00,1.000
q_ind_72_pop_2,4121.96,1.000
q_ind_73_pop_2,2456.31,1.000
q_ind_74_pop_2,3924.59,1.000
q_ind_75_pop_2,4018.06,1.001
q_ind_76_pop_2,2186.79,1.001
q_ind_77_pop_2,2606.89,1.000
q_ind_78_pop_2,2984.50,1.000
q_ind_79_pop_2,546.77,1.002
q_ind_80_pop_2,2203.87,1.001
q_ind_81_pop_2,2583.00,1.000
q_ind_82_pop_2,2407.64,1.000
q_ind_83_pop_2,2094.16,1.000
q_ind_84_pop_2,1205.11,1.001
q_ind_85_pop_2,2495.52,1.000
q_ind_86_pop_2,2311.44,1.002
q_ind_87_pop_2,2148.75,1.001
q_ind_88_pop_2,2937.61,1.000
q_ind_0_pop_3,566.54,1.002
q_ind_1_pop_3,696.86,1.002
q_ind_2_pop_3,438.58,1.002
q_ind_3_pop_3,313.47,1.005
q_ind_4_pop_3,529.40,1.008
q_ind_5_pop_3,446.58,1.000
q_ind_6_pop_3,527.89,1.001
q_ind_7_pop_3,626.41,1.007
q_ind_8_pop_3,726.59,1.002
q_ind_9_pop_3,387.38,1.000
q_ind_10_pop_3,45.40,1.069
q_ind_11_pop_3,468.67,1.003
q_ind_12_pop_3,449.27,1.001
q_ind_13_pop_3,883.54,1.003
q_ind_14_pop_3,202.13,1.023
q_ind_15_pop_3,1899.37,1.002
q_ind_16_pop_3,2781.44,1.001
q_ind_17_pop_3,19.68,1.026
q_ind_18_pop_3,3214.25,1.001
q_ind_19_pop_3,2755.22,1.000
q_ind_20_pop_3,1872.32,1.001
q_ind_21_pop_3,58.92,1.014
q_ind_22_pop_3,219.31,1.003
q_ind_23_pop_3,2130.66,1.000
q_ind_24_pop_3,2615.10,1.000
q_ind_25_pop_3,1828.34,1.000
q_ind_26_pop_3,4566.05,1.001
q_ind_27_pop_3,3289.13,1.000
q_ind_28_pop_3,2776.77,1.000
q_ind_29_pop_3,262.02,1.001
q_ind_30_pop_3,208.25,1.002
q_ind_31_pop_3,1504.54,1.001
q_ind_32_pop_3,166.07,1.002
q_ind_33_pop_3,111.96,1.001
q_ind_34_pop_3,549.88,1.000
q_ind_35_pop_3,636.87,1.001
q_ind_36_pop_3,664.27,1.002
q_ind_37_pop_3,755.90,1.005
q_ind_38_pop_3,179.84,1.003
q_ind_39_pop_3,858.21,1.001
q_ind_40_pop_3,519.18,1.003
q_ind_41_pop_3,656.09,1.004
q_ind_42_pop_3,999.07,1.005
q_ind_43_pop_3,1094.33,1.003
q_ind_44_pop_3,838.98,1.000
q_ind_45_pop_3,1296.96,1.002
q_ind_46_pop_3,2101.24,1.001
q_ind_47_pop_3,882.96,1.002
q_ind_48_pop_3,2044.32,1.001
q_ind_49_pop_3,1383.14,1.003
q_ind_50_pop_3,1829.62,1.002
q_ind_51_pop_3,1190.38,1.000
q_ind_52_pop_3,1426.44,1.002
q_ind_53_pop_3,1049.65,1.002
q_ind_54_pop_3,1062.07,1.003
q_ind_55_pop_3,1436.27,1.001
q_ind_56_pop_3,121.94,1.003
q_ind_57_pop_3,541.04,1.001
q_ind_58_pop_3,680.73,1.002
q_ind_59_pop_3,159.22,1.003
q_ind_60_pop_3,2145.80,1.003
q_ind_61_pop_3,1672.06,1.000
q_ind_62_pop_3,1946.76,1.000
q_ind_63_pop_3,2437.38,1.006
q_ind_64_pop_3,1031.92,1.000
q_ind_65_pop_3,1126.89,1.000
q_ind_66_pop_3,285.10,1.006
q_ind_67_pop_3,199.74,1.009
q_ind_68_pop_3,1015.02,1.000
q_ind_69_pop_3,562.46,1.005
q_ind_70_pop_3,45.33,1.048
q_ind_71_pop_3,675.81,1.007
q_ind_72_pop_3,65.22,1.049
q_ind_73_pop_3,518.89,1.004
q_ind_74_pop_3,1072.70,1.006
q_ind_75_pop_3,1181.46,1.005
q_ind_76_pop_3,131.45,1.012
q_ind_77_pop_3,73.94,1.040
q_ind_78_pop_3,259.36,1.014
q_ind_79_pop_3,1172.59,1.000
q_ind_80_pop_3,3736.80,1.001
q_ind_81_pop_3,3049.18,1.000
q_ind_82_pop_3,3845.54,1.000
q_ind_83_pop_3,3394.33,1.001
q_ind_84_pop_3,3772.98,1.000
q_ind_85_pop_3,4749.02,1.000
q_ind_86_pop_3,3087.01,1.000
q_ind_87_pop_3,3201.65,1.000
q_ind_88_pop_3,3405.95,1.001
q_ind_0_pop_4,2529.89,1.000
q_ind_1_pop_4,991.15,1.000
q_ind_2_pop_4,1430.40,1.000
q_ind_3_pop_4,3126.07,1.000
q_ind_4_pop_4,2779.73,1.000
q_ind_5_pop_4,3245.13,1.000
q_ind_6_pop_4,2950.31,1.001
q_ind_7_pop_4,2143.36,1.000
q_ind_8_pop_4,2967.33,1.000
q_ind_9_pop_4,2705.38,1.001
q_ind_10_pop_4,2728.44,1.000
q_ind_11_pop_4,1084.78,1.001
q_ind_12_pop_4,2473.30,1.000
q_ind_13_pop_4,1686.18,1.000
q_ind_14_pop_4,197.87,1.004
q_ind_15_pop_4,224.45,1.008
q_ind_16_pop_4,383.82,1.000
q_ind_17_pop_4,687.93,1.007
q_ind_18_pop_4,329.89,1.010
q_ind_19_pop_4,191.76,1.014
q_ind_20_pop_4,897.20,1.001
q_ind_21_pop_4,90.73,1.009
q_ind_22_pop_4,846.06,1.003
q_ind_23_pop_4,112.98,1.040
q_ind_24_pop_4,1137.06,1.000
q_ind_25_pop_4,945.21,1.003
q_ind_26_pop_4,1366.45,1.000
q_ind_27_pop_4,1008.97,1.002
q_ind_28_pop_4,793.82,1.000
q_ind_29_pop_4,552.83,1.001
q_ind_30_pop_4,1239.37,1.002
q_ind_31_pop_4,954.28,1.005
q_ind_32_pop_4,1454.64,1.000
q_ind_33_pop_4,1776.54,1.001
q_ind_34_pop_4,1473.48,1.001
q_ind_35_pop_4,128.39,1.006
q_ind_36_pop_4,1967.09,1.002
q_ind_37_pop_4,1190.51,1.001
q_ind_38_pop_4,1386.36,1.000
q_ind_39_pop_4,1666.46,1.001
q_ind_40_pop_4,1043.78,1.000
q_ind_41_pop_4,398.71,1.003
q_ind_42_pop_4,1615.15,1.000
q_ind_43_pop_4,1324.03,1.004
q_ind_44_pop_4,2156.83,1.003
q_ind_45_pop_4,917.42,1.003
q_ind_46_pop_4,1001.76,1.000
q_ind_47_pop_4,1285.89,1.001
q_ind_48_pop_4,1094.49,1.001
q_ind_49_pop_4,1895.87,1.000
q_ind_50_pop_4,2961.21,1.000
q_ind_51_pop_4,1941.05,1.001
q_ind_52_pop_4,1126.43,1.004
q_ind_53_pop_4,1114.20,1.001
q_ind_54_pop_4,3036.26,1.000
q_ind_55_pop_4,2912.28,1.000
q_ind_56_pop_4,2913.95,1.000
q_ind_57_pop_4,3879.49,1.000
q_ind_58_pop_4,3382.81,1.000
q_ind_59_pop_4,1196.03,1.000
q_ind_60_pop_4,5287.89,1.000
q_ind_61_pop_4,3941.63,1.000
q_ind_62_pop_4,4046.90,1.000
q_ind_63_pop_4,4106.94,1.001
q_ind_64_pop_4,3189.45,1.000
q_ind_65_pop_4,3907.37,1.000
q_ind_66_pop_4,3207.01,1.000
q_ind_67_pop_4,3695.71,1.000
q_ind_68_pop_4,3006.07,1.001
q_ind_69_pop_4,2045.58,1.000
q_ind_70_pop_4,3780.91,1.001
q_ind_71_pop_4,3683.59,1.000
q_ind_72_pop_4,3531.65,1.000
q_ind_73_pop_4,2175.97,1.000
q_ind_74_pop_4,2336.17,1.002
q_ind_75_pop_4,3632.58,1.000
q_ind_76_pop_4,3702.33,1.000
q_ind_77_pop_4,2870.94,1.000
q_ind_78_pop_4,2642.04,1.000
q_ind_79_pop_4,1344.07,1.000
q_ind_80_pop_4,2730.00,1.001
q_ind_81_pop_4,2815.03,1.000
q_ind_82_pop_4,2710.70,1.000
q_ind_83_pop_4,2600.65,1.000
q_ind_84_pop_4,1461.02,1.001
q_ind_85_pop_4,2937.46,1.000
q_ind_86_pop_4,2469.98,1.001
q_ind_87_pop_4,2785.48,1.001
q_ind_88_pop_4,2826.61,1.000
