param,effectiveSampleSize,potentialScaleReductionFactor
q_ind_60_pop_0,3783.67,1.001
q_ind_61_pop_0,3976.44,1.001
q_ind_62_pop_0,4241.58,1.000
q_ind_63_pop_0,4092.89,1.000
q_ind_64_pop_0,2537.73,1.000
q_ind_65_pop_0,3212.53,1.001
q_ind_66_pop_0,2851.10,1.000
q_ind_67_pop_0,2816.89,1.000
q_ind_68_pop_0,1950.87,1.000
q_ind_69_pop_0,2873.23,1.001
q_ind_70_pop_0,2738.10,1.002
q_ind_71_pop_0,2926.93,1.000
q_ind_72_pop_0,2861.15,1.002
q_ind_73_pop_0,2437.16,1.000
q_ind_74_pop_0,2284.53,1.001
q_ind_75_pop_0,2600.99,1.001
q_ind_76_pop_0,2959.20,1.000
q_ind_77_pop_0,3059.82,1.000
q_ind_78_pop_0,3108.65,1.000
q_ind_79_pop_0,1014.61,1.005
q_ind_80_pop_0,2946.58,1.000
q_ind_81_pop_0,3150.79,1.001
q_ind_82_pop_0,3266.17,1.001
q_ind_83_pop_0,2577.03,1.000
q_ind_84_pop_0,3722.30,1.000
q_ind_85_pop_0,2698.69,1.000
q_ind_86_pop_0,2625.97,1.000
q_ind_87_pop_0,2395.68,1.001
q_ind_88_pop_0,2579.33,1.000
q_ind_0_pop_1,1998.85,1.003
q_ind_1_pop_1,1888.26,1.000
q_ind_2_pop_1,420.48,1.000
q_ind_3_pop_1,2108.60,1.001
q_ind_4_pop_1,1792.32,1.002
q_ind_5_pop_1,2031.64,1.000
q_ind_6_pop_1,2133.92,1.000
q_ind_7_pop_1,1213.38,1.004
q_ind_8_pop_1,3201.02,1.000
q_ind_9_pop_1,1724.71,1.001
q_ind_10_pop_1,1480.36,1.003
q_ind_11_pop_1,1301.85,1.002
q_ind_12_pop_1,514.97,1.006
q_ind_13_pop_1,390.09,1.001
q_ind_14_pop_1,806.02,1.001
q_ind_15_pop_1,965.66,1.004
q_ind_16_pop_1,1309.04,1.005
q_ind_17_pop_1,673.78,1.006
q_ind_18_pop_1,2489.29,1.002
q_ind_19_pop_1,1222.02,1.002
q_ind_20_pop_1,1512.15,1.001
q_ind_21_pop_1,1311.75,1.002
q_ind_22_pop_1,1100.33,1.000
q_ind_23_pop_1,2341.87,1.000
q_ind_24_pop_1,2878.71,1.001
q_ind_25_pop_1,1639.03,1.001
q_ind_26_pop_1,1802.70,1.000
q_ind_27_pop_1,3727.87,1.000
q_ind_28_pop_1,2690.09,1.000
q_ind_29_pop_1,1769.35,1.000
q_ind_30_pop_1,1209.56,1.000
q_ind_31_pop_1,1236.97,1.000
q_ind_32_pop_1,1058.88,1.000
q_ind_33_pop_1,85.28,1.006
q_ind_34_pop_1,51.35,1.022
q_ind_35_pop_1,1094.27,1.000
q_ind_36_pop_1,482.83,1.001
q_ind_37_pop_1,841.58,1.001
q_ind_38_pop_1,1301.83,1.001
q_ind_39_pop_1,742.65,1.002
q_ind_40_pop_1,885.70,1.003
q_ind_41_pop_1,1475.32,1.002
q_ind_42_pop_1,966.75,1.002
q_ind_43_pop_1,1246.82,1.000
q_ind_44_pop_1,775.96,1.001
q_ind_45_pop_1,1580.39,1.001
q_ind_46_pop_1,1913.66,1.000
q_ind_47_pop_1,882.07,1.002
q_ind_48_pop_1,1650.30,1.001
q_ind_49_pop_1,1467.13,1.002
q_ind_50_pop_1,972.79,1.001
q_ind_51_pop_1,717.75,1.002
q_ind_52_pop_1,449.04,1.005
q_ind_53_pop_1,904.62,1.001
q_ind_54_pop_1,1521.77,1.001
q_ind_55_pop_1,2492.90,1.000
q_ind_56_pop_1,73.90,1.012
q_ind_57_pop_1,459.99,1.002
q_ind_58_pop_1,1650.80,1.000
q_ind_59_pop_1,936.17,1.005
q_ind_60_pop_1,2293.24,1.000
q_ind_61_pop_1,2153.25,1.001
q_ind_62_pop_1,2590.48,1.000
q_ind_63_pop_1,1902.52,1.001
q_ind_64_pop_1,1164.30,1.001
q_ind_65_pop_1,1585.32,1.000
q_ind_66_pop_1,1269.19,1.005
q_ind_67_pop_1,1269.71,1.001
q_ind_68_pop_1,143.56,1.055
q_ind_69_pop_1,1472.97,1.000
q_ind_70_pop_1,1686.15,1.002
q_ind_71_pop_1,1496.96,1.003
q_ind_72_pop_1,1801.42,1.000
q_ind_73_pop_1,1857.20,1.000
q_ind_74_pop_1,1821.10,1.000
q_ind_75_pop_1,1486.38,1.000
q_ind_76_pop_1,1546.60,1.000
q_ind_77_pop_1,1645.00,1.000
q_ind_78_pop_1,1448.37,1.000
q_ind_79_pop_1,1882.37,1.000
q_ind_80_pop_1,4132.09,1.001
q_ind_81_pop_1,4126.71,1.001
q_ind_82_pop_1,3005.71,1.001
q_ind_83_pop_1,2674.83,1.000
q_ind_84_pop_1,5015.60,1.000
q_ind_85_pop_1,3444.81,1.000
q_ind_86_pop_1,3575.51,1.000
q_ind_87_pop_1,3142.85,1.001
q_ind_88_pop_1,3559.31,1.000
q_ind_0_pop_2,1569.81,1.002
q_ind_1_pop_2,1884.78,1.000
q_ind_2_pop_2,444.20,1.000
q_ind_3_pop_2,2470.72,1.002
q_ind_4_pop_2,1951.87,1.002
q_ind_5_pop_2,2102.57,1.000
q_ind_6_pop_2,2167.18,1.000
q_ind_7_pop_2,1106.90,1.004
q_ind_8_pop_2,2585.97,1.000
q_ind_9_pop_2,1857.47,1.001
q_ind_10_pop_2,1567.71,1.004
q_ind_11_pop_2,624.80,1.003
q_ind_12_pop_2,544.12,1.006
q_ind_13_pop_2,404.37,1.001
q_ind_14_pop_2,792.86,1.001
q_ind_15_pop_2,1593.95,1.000
q_ind_16_pop_2,1435.80,1.000
q_ind_17_pop_2,362.98,1.002
q_ind_18_pop_2,2117.49,1.001
q_ind_19_pop_2,1737.29,1.001
q_ind_20_pop_2,1146.56,1.000
q_ind_21_pop_2,1824.19,1.000
q_ind_22_pop_2,937.19,1.010
q_ind_23_pop_2,2051.82,1.001
q_ind_24_pop_2,3011.13,1.000
q_ind_25_pop_2,1870.11,1.001
q_ind_26_pop_2,2911.46,1.000
q_ind_27_pop_2,3662.62,1.003
q_ind_28_pop_2,1574.34,1.000
q_ind_29_pop_2,1764.29,1.000
q_ind_30_pop_2,1210.74,1.000
q_ind_31_pop_2,946.08,1.000
q_ind_32_pop_2,1058.61,1.000
q_ind_33_pop_2,85.51,1.006
q_ind_34_pop_2,51.22,1.022
q_ind_35_pop_2,1084.80,1.001
q_ind_36_pop_2,482.84,1.001
q_ind_37_pop_2,839.30,1.001
q_ind_38_pop_2,1295.49,1.001
q_ind_39_pop_2,738.46,1.002
q_ind_40_pop_2,735.67,1.001
q_ind_41_pop_2,1487.98,1.002
q_ind_42_pop_2,968.52,1.002
q_ind_43_pop_2,1251.23,1.000
q_ind_44_pop_2,774.59,1.001
q_ind_45_pop_2,966.59,1.002
q_ind_46_pop_2,1697.29,1.001
q_ind_47_pop_2,1616.93,1.000
q_ind_48_pop_2,2378.41,1.002
q_ind_49_pop_2,635.79,1.004
q_ind_50_pop_2,1263.40,1.002
q_ind_51_pop_2,742.35,1.004
q_ind_52_pop_2,1229.33,1.003
q_ind_53_pop_2,600.53,1.003
q_ind_54_pop_2,1459.88,1.000
q_ind_55_pop_2,2317.09,1.000
q_ind_56_pop_2,73.46,1.013
q_ind_57_pop_2,452.29,1.002
q_ind_58_pop_2,1649.22,1.000
q_ind_59_pop_2,895.44,1.006
q_ind_60_pop_2,1920.84,1.000
q_ind_61_pop_2,1941.24,1.001
q_ind_62_pop_2,2244.79,1.000
q_ind_63_pop_2,1728.35,1.002
q_ind_64_pop_2,1053.30,1.001
q_ind_65_pop_2,1421.80,1.000
q_ind_66_pop_2,1197.07,1.005
q_ind_67_pop_2,1175.92,1.001
q_ind_68_pop_2,143.03,1.055
q_ind_69_pop_2,1473.63,1.000
q_ind_70_pop_2,1687.02,1.002
q_ind_71_pop_2,1497.11,1.003
q_ind_72_pop_2,1800.80,1.000
q_ind_73_pop_2,1855.64,1.000
q_ind_74_pop_2,1821.82,1.000
q_ind_75_pop_2,1486.62,1.000
q_ind_76_pop_2,1548.07,1.000
q_ind_77_pop_2,1645.41,1.000
q_ind_78_pop_2,1447.43,1.000
q_ind_79_pop_2,1009.75,1.005
q_ind_80_pop_2,2521.79,1.000
q_ind_81_pop_2,2696.45,1.000
q_ind_82_pop_2,4173.84,1.000
q_ind_83_pop_2,2888.38,1.000
q_ind_84_pop_2,3017.74,1.001
q_ind_85_pop_2,2916.58,1.002
q_ind_86_pop_2,2120.35,1.000
q_ind_87_pop_2,2376.42,1.001
q_ind_88_pop_2,3012.93,1.000
