param,effectiveSampleSize,potentialScaleReductionFactor
q_ind_72_pop_4,45.97,1.005
q_ind_73_pop_4,505.24,1.003
q_ind_74_pop_4,982.38,1.002
q_ind_75_pop_4,1265.55,1.001
q_ind_76_pop_4,78.33,1.019
q_ind_77_pop_4,109.65,1.024
q_ind_78_pop_4,8.11,1.060
q_ind_79_pop_4,1288.91,1.000
q_ind_80_pop_4,4821.59,1.002
q_ind_81_pop_4,4075.90,1.000
q_ind_82_pop_4,4404.38,1.003
q_ind_83_pop_4,4353.22,1.000
q_ind_84_pop_4,4891.92,1.000
q_ind_85_pop_4,3348.53,1.001
q_ind_86_pop_4,2958.36,1.001
q_ind_87_pop_4,3272.25,1.001
q_ind_88_pop_4,3473.90,1.000
q_ind_0_pop_5,251.79,1.002
q_ind_1_pop_5,909.35,1.007
q_ind_2_pop_5,834.63,1.003
q_ind_3_pop_5,581.03,1.005
q_ind_4_pop_5,331.54,1.003
q_ind_5_pop_5,721.26,1.009
q_ind_6_pop_5,370.40,1.007
q_ind_7_pop_5,435.18,1.001
q_ind_8_pop_5,515.97,1.004
q_ind_9_pop_5,460.77,1.002
q_ind_10_pop_5,29.65,1.013
q_ind_11_pop_5,1165.01,1.000
q_ind_12_pop_5,365.61,1.008
q_ind_13_pop_5,642.02,1.004
q_ind_14_pop_5,964.16,1.007
q_ind_15_pop_5,2194.38,1.002
q_ind_16_pop_5,2642.81,1.001
q_ind_17_pop_5,407.55,1.002
q_ind_18_pop_5,2036.38,1.000
q_ind_19_pop_5,2344.04,1.000
q_ind_20_pop_5,986.99,1.000
q_ind_21_pop_5,113.49,1.009
q_ind_22_pop_5,764.72,1.003
q_ind_23_pop_5,2327.76,1.000
q_ind_24_pop_5,4093.29,1.002
q_ind_25_pop_5,2719.98,1.001
q_ind_26_pop_5,2894.10,1.001
q_ind_27_pop_5,3548.73,1.002
q_ind_28_pop_5,2318.07,1.000
q_ind_29_pop_5,427.73,1.011
q_ind_30_pop_5,303.32,1.006
q_ind_31_pop_5,423.69,1.000
q_ind_32_pop_5,442.34,1.000
q_ind_33_pop_5,2055.46,1.000
q_ind_34_pop_5,1416.45,1.000
q_ind_35_pop_5,431.60,1.003
q_ind_36_pop_5,2237.19,1.000
q_ind_37_pop_5,733.31,1.005
q_ind_38_pop_5,540.05,1.002
q_ind_39_pop_5,1017.45,1.001
q_ind_40_pop_5,653.54,1.005
q_ind_41_pop_5,408.86,1.003
q_ind_42_pop_5,503.33,1.000
q_ind_43_pop_5,775.36,1.002
q_ind_44_pop_5,868.92,1.001
q_ind_45_pop_5,938.98,1.001
q_ind_46_pop_5,1799.22,1.000
q_ind_47_pop_5,563.90,1.004
q_ind_48_pop_5,1292.57,1.001
q_ind_49_pop_5,522.50,1.007
q_ind_50_pop_5,1109.13,1.001
q_ind_51_pop_5,486.90,1.003
q_ind_52_pop_5,686.20,1.003
q_ind_53_pop_5,721.74,1.007
q_ind_54_pop_5,1954.56,1.001
q_ind_55_pop_5,2517.74,1.001
q_ind_56_pop_5,281.73,1.003
q_ind_57_pop_5,1037.01,1.003
q_ind_58_pop_5,691.46,1.002
q_ind_59_pop_5,1167.16,1.001
q_ind_60_pop_5,2940.16,1.001
q_ind_61_pop_5,1679.89,1.000
q_ind_62_pop_5,2427.30,1.001
q_ind_63_pop_5,1577.60,1.001
q_ind_64_pop_5,1271.66,1.000
q_ind_65_pop_5,1091.69,1.003
q_ind_66_pop_5,1153.41,1.001
q_ind_67_pop_5,1634.22,1.000
q_ind_68_pop_5,1729.66,1.001
q_ind_69_pop_5,751.95,1.002
q_ind_70_pop_5,396.24,1.026
q_ind_71_pop_5,515.57,1.007
q_ind_72_pop_5,41.51,1.013
q_ind_73_pop_5,494.98,1.003
q_ind_74_pop_5,772.86,1.002
q_ind_75_pop_5,1087.94,1.001
q_ind_76_pop_5,78.39,1.019
q_ind_77_pop_5,107.26,1.023
q_ind_78_pop_5,8.03,1.060
q_ind_79_pop_5,81.53,1.002
q_ind_80_pop_5,3227.74,1.000
q_ind_81_pop_5,4054.35,1.000
q_ind_82_pop_5,3648.41,1.001
q_ind_83_pop_5,4111.69,1.001
q_ind_84_pop_5,3632.17,1.000
q_ind_85_pop_5,3934.59,1.001
q_ind_86_pop_5,2385.85,1.000
q_ind_87_pop_5,3105.95,1.000
q_ind_88_pop_5,4064.27,1.001
q_ind_0_pop_6,2253.81,1.000
q_ind_1_pop_6,1726.10,1.000
q_ind_2_pop_6,63.13,1.019
q_ind_3_pop_6,2688.31,1.002
q_ind_4_pop_6,1124.97,1.000
q_ind_5_pop_6,2266.36,1.000
q_ind_6_pop_6,1961.28,1.002
q_ind_7_pop_6,1197.87,1.001
q_ind_8_pop_6,2947.48,1.001
q_ind_9_pop_6,398.58,1.003
q_ind_10_pop_6,1433.67,1.000
q_ind_11_pop_6,1418.86,1.000
q_ind_12_pop_6,248.55,1.008
q_ind_13_pop_6,815.43,1.000
q_ind_14_pop_6,663.34,1.010
q_ind_15_pop_6,1534.01,1.002
q_ind_16_pop_6,2332.00,1.000
q_ind_17_pop_6,20.86,1.001
q_ind_18_pop_6,2141.30,1.000
q_ind_19_pop_6,2112.89,1.001
q_ind_20_pop_6,2099.68,1.000
q_ind_21_pop_6,1867.86,1.001
q_ind_22_pop_6,131.34,1.019
q_ind_23_pop_6,2870.36,1.000
q_ind_24_pop_6,4134.29,1.001
q_ind_25_pop_6,3000.89,1.000
q_ind_26_pop_6,3382.32,1.001
q_ind_27_pop_6,3805.93,1.000
q_ind_28_pop_6,3126.80,1.000
q_ind_29_pop_6,154.54,1.025
q_ind_30_pop_6,196.44,1.026
q_ind_31_pop_6,216.60,1.017
q_ind_32_pop_6,122.33,1.036
q_ind_33_pop_6,136.66,1.026
q_ind_34_pop_6,151.61,1.029
q_ind_35_pop_6,122.60,1.033
q_ind_36_pop_6,113.87,1.036
q_ind_37_pop_6,126.10,1.038
q_ind_38_pop_6,125.96,1.038
q_ind_39_pop_6,127.70,1.030
q_ind_40_pop_6,165.85,1.032
q_ind_41_pop_6,157.61,1.025
q_ind_42_pop_6,119.15,1.039
q_ind_43_pop_6,167.91,1.029
q_ind_44_pop_6,151.75,1.029
q_ind_45_pop_6,101.78,1.061
q_ind_46_pop_6,2023.42,1.000
q_ind_47_pop_6,1539.15,1.001
q_ind_48_pop_6,2114.83,1.000
q_ind_49_pop_6,1583.37,1.003
q_ind_50_pop_6,1710.27,1.000
q_ind_51_pop_6,143.61,1.005
q_ind_52_pop_6,975.73,1.003
q_ind_53_pop_6,935.82,1.003
q_ind_54_pop_6,135.22,1.028
q_ind_55_pop_6,139.23,1.027
q_ind_56_pop_6,157.99,1.022
q_ind_57_pop_6,108.33,1.030
q_ind_58_pop_6,171.12,1.031
q_ind_59_pop_6,187.58,1.017
q_ind_60_pop_6,99.69,1.033
q_ind_61_pop_6,130.83,1.035
q_ind_62_pop_6,169.74,1.027
q_ind_63_pop_6,35.71,1.117
q_ind_64_pop_6,119.00,1.036
q_ind_65_pop_6,65.50,1.058
q_ind_66_pop_6,107.69,1.036
q_ind_67_pop_6,162.67,1.037
q_ind_68_pop_6,173.42,1.027
q_ind_69_pop_6,421.72,1.000
q_ind_70_pop_6,831.14,1.000
q_ind_71_pop_6,1237.13,1.003
q_ind_72_pop_6,79.02,1.028
q_ind_73_pop_6,242.57,1.004
q_ind_74_pop_6,496.32,1.002
q_ind_75_pop_6,1248.33,1.000
q_ind_76_pop_6,890.65,1.003
q_ind_77_pop_6,1481.43,1.001
q_ind_78_pop_6,1208.69,1.002
q_ind_79_pop_6,1491.97,1.001
q_ind_80_pop_6,3595.21,1.000
q_ind_81_pop_6,4656.01,1.000
q_ind_82_pop_6,5037.55,1.000
q_ind_83_pop_6,5320.04,1.000
q_ind_84_pop_6,3805.02,1.000
q_ind_85_pop_6,3703.78,1.000
q_ind_86_pop_6,4402.42,1.000
q_ind_87_pop_6,2166.11,1.000
q_ind_88_pop_6,3174.01,1.000
