"","ID1","ID2","k0","k1","niter","kinship"
"78","PM_JA_4.sorted.bam","PM_JA_6.sorted.bam",1,0,163,0
"79","PM_JA_4.sorted.bam","PM_JA_7.sorted.bam",1,0,176,0
"80","PM_JA_4.sorted.bam","PM_JA_8.sorted.bam",1,0,139,0
"81","PM_JA_4.sorted.bam","PM_JA_9.sorted.bam",1,0,145,0
"82","PM_JA_5.sorted.bam","PM_JA_6.sorted.bam",1,0,157,0
"83","PM_JA_5.sorted.bam","PM_JA_7.sorted.bam",1,0,177,0
"84","PM_JA_5.sorted.bam","PM_JA_8.sorted.bam",1,0,199,0
"85","PM_JA_5.sorted.bam","PM_JA_9.sorted.bam",1,0,167,0
"86","PM_JA_6.sorted.bam","PM_JA_7.sorted.bam",1,0,191,0
"87","PM_JA_6.sorted.bam","PM_JA_8.sorted.bam",1,0,142,0
"88","PM_JA_6.sorted.bam","PM_JA_9.sorted.bam",1,0,156,0
"89","PM_JA_7.sorted.bam","PM_JA_8.sorted.bam",1,0,242,0
"90","PM_JA_7.sorted.bam","PM_JA_9.sorted.bam",1,0,159,0
"91","PM_JA_8.sorted.bam","PM_JA_9.sorted.bam",1,0,155,0
