"","ID1","ID2","k0","k1","kinship"
"82","PM_LB_16.sorted.bam","PM_LB_17.sorted.bam",1,0,0
"83","PM_LB_16.sorted.bam","PM_LB_1.sorted.bam",1,0,0
"84","PM_LB_16.sorted.bam","PM_LB_2.sorted.bam",1,0,0
"85","PM_LB_16.sorted.bam","PM_LB_3.sorted.bam",1,0,0
"86","PM_LB_16.sorted.bam","PM_LB_4.sorted.bam",1,0,0
"87","PM_LB_16.sorted.bam","PM_LB_5.sorted.bam",1,0,0
"88","PM_LB_16.sorted.bam","PM_LB_6.sorted.bam",1,0,0
"89","PM_LB_16.sorted.bam","PM_LB_7.sorted.bam",1,0,0
"90","PM_LB_16.sorted.bam","PM_LB_8.sorted.bam",1,0,0
"91","PM_LB_16.sorted.bam","PM_LB_9.sorted.bam",1,0,0
"92","PM_LB_17.sorted.bam","PM_LB_1.sorted.bam",1,0,0
"93","PM_LB_17.sorted.bam","PM_LB_2.sorted.bam",1,0,0
"94","PM_LB_17.sorted.bam","PM_LB_3.sorted.bam",1,0,0
"95","PM_LB_17.sorted.bam","PM_LB_4.sorted.bam",0.797019521297795,0.0668535880220656,0.0847768423455863
"96","PM_LB_17.sorted.bam","PM_LB_5.sorted.bam",1,0,0
"97","PM_LB_17.sorted.bam","PM_LB_6.sorted.bam",1,0,0
"98","PM_LB_17.sorted.bam","PM_LB_7.sorted.bam",1,0,0
"99","PM_LB_17.sorted.bam","PM_LB_8.sorted.bam",1,0,0
"100","PM_LB_17.sorted.bam","PM_LB_9.sorted.bam",1,0,0
"101","PM_LB_1.sorted.bam","PM_LB_2.sorted.bam",1,0,0
"102","PM_LB_1.sorted.bam","PM_LB_3.sorted.bam",1,0,0
"103","PM_LB_1.sorted.bam","PM_LB_4.sorted.bam",1,0,0
"104","PM_LB_1.sorted.bam","PM_LB_5.sorted.bam",1,0,0
"105","PM_LB_1.sorted.bam","PM_LB_6.sorted.bam",1,0,0
"106","PM_LB_1.sorted.bam","PM_LB_7.sorted.bam",1,0,0
"107","PM_LB_1.sorted.bam","PM_LB_8.sorted.bam",1,0,0
"108","PM_LB_1.sorted.bam","PM_LB_9.sorted.bam",1,0,0
"109","PM_LB_2.sorted.bam","PM_LB_3.sorted.bam",1,0,0
"110","PM_LB_2.sorted.bam","PM_LB_4.sorted.bam",1,0,0
"111","PM_LB_2.sorted.bam","PM_LB_5.sorted.bam",1,0,0
"112","PM_LB_2.sorted.bam","PM_LB_6.sorted.bam",1,0,0
"113","PM_LB_2.sorted.bam","PM_LB_7.sorted.bam",1,0,0
"114","PM_LB_2.sorted.bam","PM_LB_8.sorted.bam",1,0,0
"115","PM_LB_2.sorted.bam","PM_LB_9.sorted.bam",1,0,0
"116","PM_LB_3.sorted.bam","PM_LB_4.sorted.bam",1,0,0
"117","PM_LB_3.sorted.bam","PM_LB_5.sorted.bam",1,0,0
"118","PM_LB_3.sorted.bam","PM_LB_6.sorted.bam",1,0,0
"119","PM_LB_3.sorted.bam","PM_LB_7.sorted.bam",1,0,0
"120","PM_LB_3.sorted.bam","PM_LB_8.sorted.bam",1,0,0
"121","PM_LB_3.sorted.bam","PM_LB_9.sorted.bam",1,0,0
"122","PM_LB_4.sorted.bam","PM_LB_5.sorted.bam",1,0,0
"123","PM_LB_4.sorted.bam","PM_LB_6.sorted.bam",0.824841997983598,0.0512349534337302,0.0747702626497684
"124","PM_LB_4.sorted.bam","PM_LB_7.sorted.bam",1,0,0
"125","PM_LB_4.sorted.bam","PM_LB_8.sorted.bam",1,0,0
"126","PM_LB_4.sorted.bam","PM_LB_9.sorted.bam",1,0,0
"127","PM_LB_5.sorted.bam","PM_LB_6.sorted.bam",1,0,0
"128","PM_LB_5.sorted.bam","PM_LB_7.sorted.bam",1,0,0
"129","PM_LB_5.sorted.bam","PM_LB_8.sorted.bam",1,0,0
"130","PM_LB_5.sorted.bam","PM_LB_9.sorted.bam",1,0,0
"131","PM_LB_6.sorted.bam","PM_LB_7.sorted.bam",1,0,0
"132","PM_LB_6.sorted.bam","PM_LB_8.sorted.bam",1,0,0
"133","PM_LB_6.sorted.bam","PM_LB_9.sorted.bam",1,0,0
"134","PM_LB_7.sorted.bam","PM_LB_8.sorted.bam",1,0,0
"135","PM_LB_7.sorted.bam","PM_LB_9.sorted.bam",1,0,0
"136","PM_LB_8.sorted.bam","PM_LB_9.sorted.bam",1,0,0
