"","ID1","ID2","k0","k1","kinship"
"81","PM_JA_4.sorted.bam","PM_JA_9.sorted.bam",1,0,0
"82","PM_JA_5.sorted.bam","PM_JA_6.sorted.bam",1,0,0
"83","PM_JA_5.sorted.bam","PM_JA_7.sorted.bam",1,0,0
"84","PM_JA_5.sorted.bam","PM_JA_8.sorted.bam",1,0,0
"85","PM_JA_5.sorted.bam","PM_JA_9.sorted.bam",1,0,0
"86","PM_JA_6.sorted.bam","PM_JA_7.sorted.bam",1,0,0
"87","PM_JA_6.sorted.bam","PM_JA_8.sorted.bam",1,0,0
"88","PM_JA_6.sorted.bam","PM_JA_9.sorted.bam",1,0,0
"89","PM_JA_7.sorted.bam","PM_JA_8.sorted.bam",1,0,0
"90","PM_JA_7.sorted.bam","PM_JA_9.sorted.bam",1,0,0
"91","PM_JA_8.sorted.bam","PM_JA_9.sorted.bam",1,0,0
