"","ID1","ID2","k0","k1","kinship"
"1","PM_MT_10.sorted.bam","PM_MT_11.sorted.bam",0.924862229511167,0,0.0375688852444164
"2","PM_MT_10.sorted.bam","PM_MT_12.sorted.bam",1,0,0
"3","PM_MT_10.sorted.bam","PM_MT_13.sorted.bam",1,0,0
"4","PM_MT_10.sorted.bam","PM_MT_14.sorted.bam",0.826053752715731,0.173946247284269,0.0434865618210673
"5","PM_MT_10.sorted.bam","PM_MT_15.sorted.bam",1,0,0
"6","PM_MT_10.sorted.bam","PM_MT_1.sorted.bam",0.624196103815561,0.124800165827743,0.156701906635284
"7","PM_MT_10.sorted.bam","PM_MT_2.sorted.bam",1,0,0
"8","PM_MT_10.sorted.bam","PM_MT_3.sorted.bam",1,0,0
"9","PM_MT_10.sorted.bam","PM_MT_4.sorted.bam",1,0,0
"10","PM_MT_10.sorted.bam","PM_MT_5.sorted.bam",1,0,0
"11","PM_MT_10.sorted.bam","PM_MT_6.sorted.bam",1,0,0
"12","PM_MT_10.sorted.bam","PM_MT_7.sorted.bam",1,0,0
"13","PM_MT_10.sorted.bam","PM_MT_8.sorted.bam",1,0,0
"14","PM_MT_10.sorted.bam","PM_MT_9.sorted.bam",1,0,0
"15","PM_MT_11.sorted.bam","PM_MT_12.sorted.bam",0.882508880271653,0.117491119728347,0.0293727799320867
"16","PM_MT_11.sorted.bam","PM_MT_13.sorted.bam",0.907616487435888,0,0.0461917562820561
"17","PM_MT_11.sorted.bam","PM_MT_14.sorted.bam",0.602786780910034,0.397213219089966,0.0993033047724915
"18","PM_MT_11.sorted.bam","PM_MT_15.sorted.bam",0.743411081758503,0.256588918241497,0.0641472295603743
"19","PM_MT_11.sorted.bam","PM_MT_1.sorted.bam",1,0,0
"20","PM_MT_11.sorted.bam","PM_MT_2.sorted.bam",1,0,0
"21","PM_MT_11.sorted.bam","PM_MT_3.sorted.bam",1,0,0
"22","PM_MT_11.sorted.bam","PM_MT_4.sorted.bam",1,0,0
"23","PM_MT_11.sorted.bam","PM_MT_5.sorted.bam",1,0,0
"24","PM_MT_11.sorted.bam","PM_MT_6.sorted.bam",1,0,0
"25","PM_MT_11.sorted.bam","PM_MT_7.sorted.bam",0.962642127033011,0.0373578729669891,0.00933946824174729
"26","PM_MT_11.sorted.bam","PM_MT_8.sorted.bam",1,0,0
"27","PM_MT_11.sorted.bam","PM_MT_9.sorted.bam",0.943478134407248,0.0487441793715933,0.0160748879534775
"28","PM_MT_12.sorted.bam","PM_MT_13.sorted.bam",1,0,0
"29","PM_MT_12.sorted.bam","PM_MT_14.sorted.bam",0.802443116743504,0.197556883256496,0.0493892208141241
